"""Time""","""NEXO / Market Cap Estimated (USD)"""
"""2023-09-02""",326278369.3449735
"""2023-09-03""",328586016.00178313
"""2023-09-04""",326577308.8250086
"""2023-09-05""",326811754.2785248
"""2023-09-06""",327618741.9743471
"""2023-09-07""",328926660.25451756
"""2023-09-08""",327790473.381953
"""2023-09-09""",325755082.27951705
"""2023-09-10""",320352346.52093
"""2023-09-11""",311459057.8346841
"""2023-09-12""",314011322.6964019
"""2023-09-13""",315578127.1188718
"""2023-09-14""",307377341.8526682
"""2023-09-15""",313955595.58920884
"""2023-09-16""",319497487.78945976
"""2023-09-17""",317619207.6440356
"""2023-09-18""",315528081.36295
"""2023-09-19""",314660441.00581753
"""2023-09-20""",325305997.91565776
"""2023-09-21""",318028652.01469934
"""2023-09-22""",319148000.0705961
"""2023-09-23""",314431412.7161719
"""2023-09-24""",310736320.4016076
"""2023-09-25""",308464663.63990515
"""2023-09-26""",308147487.6161596
"""2023-09-27""",306025524.36199194
"""2023-09-28""",311544058.42550844
"""2023-09-29""",310648205.0991701
"""2023-09-30""",312803388.00392103
"""2023-10-01""",316610232.5387298
"""2023-10-02""",313379025.6734564
"""2023-10-03""",309048584.4310136
"""2023-10-04""",310966108.0576793
"""2023-10-05""",309057067.8000256
"""2023-10-06""",311088102.0711647
"""2023-10-07""",308922319.1683471
"""2023-10-08""",307629634.9329008
"""2023-10-09""",300335713.18296325
"""2023-10-10""",301826184.1729204
"""2023-10-11""",296186357.50208205
"""2023-10-12""",295723538.3673613
"""2023-10-13""",294642687.4303992
"""2023-10-14""",294855559.74365747
"""2023-10-15""",292823042.04528946
"""2023-10-16""",303837751.339176
"""2023-10-17""",296162092.5602742
"""2023-10-18""",298452469.98575175
"""2023-10-19""",300720802.7146122
"""2023-10-20""",314191277.4530395
"""2023-10-21""",314291313.9175244
"""2023-10-22""",313714043.8527574
"""2023-10-23""",337076988.45222044
"""2023-10-24""",343289295.0420437
"""2023-10-25""",349797650.3392293
"""2023-10-26""",345764331.0050835
"""2023-10-27""",345272532.04122794
"""2023-10-28""",346576271.27774507
"""2023-10-29""",352366199.5498859
"""2023-10-30""",356246906.56168616
"""2023-10-31""",357355225.3946504
"""2023-11-01""",366190980.49548805
"""2023-11-02""",365217991.7976442
"""2023-11-03""",380604364.1489325
"""2023-11-04""",382759362.900889
"""2023-11-05""",390533763.0775548
"""2023-11-06""",393875443.752034
"""2023-11-07""",389847337.6847209
"""2023-11-08""",386129262.1993309
"""2023-11-09""",418344847.90626276
"""2023-11-10""",416304054.49724084
"""2023-11-11""",406750022.33846617
"""2023-11-12""",410249788.4263783
"""2023-11-13""",417101616.4078827
"""2023-11-14""",403670904.2639268
"""2023-11-15""",424962659.6489958
"""2023-11-16""",406979918.62026936
"""2023-11-17""",406639495.2318536
"""2023-11-18""",404910583.68238676
"""2023-11-19""",412547921.0025825
"""2023-11-20""",421258862.9498006
"""2023-11-21""",405394844.1909809
"""2023-11-22""",419028230.82380676
"""2023-11-23""",420024602.40925986
"""2023-11-24""",427174233.8393924
"""2023-11-25""",430972296.1776132
"""2023-11-26""",423058959.3696744
"""2023-11-27""",418862348.3056505
"""2023-11-28""",421416991.64748675
"""2023-11-29""",416308121.0619247
"""2023-11-30""",421811181.43360466
"""2023-12-01""",435964031.5298072
"""2023-12-02""",439450636.26468617
"""2023-12-03""",445485156.3088185
"""2023-12-04""",464189434.9495693
"""2023-12-05""",467736317.860987
"""2023-12-06""",468242065.329439
"""2023-12-07""",483452122.6655494
"""2023-12-08""",491565036.75014186
"""2023-12-09""",486510168.0596921
"""2023-12-10""",485700765.99300474
"""2023-12-11""",467512332.0842241
"""2023-12-12""",464596261.93387836
"""2023-12-13""",483302177.85486495
"""2023-12-14""",487372274.5398346
"""2023-12-15""",470039763.66266084
"""2023-12-16""",471329540.98900664
"""2023-12-17""",461443526.37837964
"""2023-12-18""",465747397.50785065
"""2023-12-19""",465632675.0471677
"""2023-12-20""",471850809.0312839
"""2023-12-21""",483921925.6727836
"""2023-12-22""",505166790.09688216
"""2023-12-23""",505066367.0775512
"""2023-12-24""",503860196.73689646
"""2023-12-25""",508094996.73006624
"""2023-12-26""",495777459.1193711
"""2023-12-27""",504584476.38130075
"""2023-12-28""",493682360.9810745
"""2023-12-29""",481219137.260928
"""2023-12-30""",484197580.90522933
"""2023-12-31""",475702642.46269673
"""2024-01-01""",491372765.14500546
"""2024-01-02""",503320115.0870655
"""2024-01-03""",493094318.8166105
"""2024-01-04""",520697275.99189806
"""2024-01-05""",521151894.45096123
"""2024-01-06""",504159583.3844369
"""2024-01-07""",502070430.3041708
"""2024-01-08""",534708215.9742669
"""2024-01-09""",526088629.7959314
"""2024-01-10""",542412980.8776938
"""2024-01-11""",539736696.891334
"""2024-01-12""",500593238.43767613
"""2024-01-13""",501520389.42128694
"""2024-01-14""",494934060.9273931
"""2024-01-15""",497153816.83772546
"""2024-01-16""",504133166.46534425
"""2024-01-17""",493938714.71191853
"""2024-01-18""",476185280.46643144
"""2024-01-19""",485266329.60826844
"""2024-01-20""",482854057.7458982
"""2024-01-21""",477828726.21458447
"""2024-01-22""",451542318.57734
"""2024-01-23""",439467025.89797145
"""2024-01-24""",454527043.4210373
"""2024-01-25""",456001406.7032104
"""2024-01-26""",477507350.0870525
"""2024-01-27""",485782329.8543113
"""2024-01-28""",482050464.3253256
"""2024-01-29""",497447798.91726637
"""2024-01-30""",498721696.6810175
"""2024-01-31""",487598378.8617221
"""2024-02-01""",496135785.2868827
"""2024-02-02""",494120459.13156104
"""2024-02-03""",492625548.9072033
"""2024-02-04""",487651223.0349271
"""2024-02-05""",485830973.88834685
"""2024-02-06""",493892107.66013867
"""2024-02-07""",514171778.51071846
"""2024-02-08""",516191713.7036375
"""2024-02-09""",532944084.864138
"""2024-02-10""",529390163.8079381
"""2024-02-11""",531763791.8374737
"""2024-02-12""",559553195.8398373
"""2024-02-13""",564900372.8573164
"""2024-02-14""",582541538.1020224
"""2024-02-15""",589535009.8129325
"""2024-02-16""",603186852.006919
"""2024-02-17""",610252350.4296654
"""2024-02-18""",651269199.3669833
"""2024-02-19""",652100872.787385
"""2024-02-20""",648086681.5553359
"""2024-02-21""",633084875.3011372
"""2024-02-22""",643985217.8632226
"""2024-02-23""",634984935.0693748
"""2024-02-24""",639623007.9976007
"""2024-02-25""",646453498.3454255
"""2024-02-26""",677083762.3316414
"""2024-02-27""",684518842.0037149
"""2024-02-28""",736758607.4147221
"""2024-02-29""",770184113.6606889
"""2024-03-01""",788774449.6755302
"""2024-03-02""",778796127.0703396
"""2024-03-03""",776642925.5652306
"""2024-03-04""",832319021.0886186
"""2024-03-05""",758206746.6394867
"""2024-03-06""",800289545.6988221
"""2024-03-07""",800298244.8574513
"""2024-03-08""",806846352.310546
"""2024-03-09""",804460036.705626
"""2024-03-10""",795245053.4798796
"""2024-03-11""",826655654.2117631
"""2024-03-12""",838209874.3487327
"""2024-03-13""",866470684.2230916
"""2024-03-14""",828748008.1009276
"""2024-03-15""",812184635.4579703
"""2024-03-16""",757320798.2131506
"""2024-03-17""",789353912.1672132
"""2024-03-18""",741608666.9555179
"""2024-03-19""",673982734.1235507
"""2024-03-20""",756116100.70225
"""2024-03-21""",745374982.4069626
"""2024-03-22""",723539906.1402214
"""2024-03-23""",747682726.3994858
"""2024-03-24""",777710947.4732425
"""2024-03-25""",769817213.2567421
"""2024-03-26""",777044646.8391057
"""2024-03-27""",733915051.3456113
"""2024-03-28""",754422435.4783983
"""2024-03-29""",737092311.138583
"""2024-03-30""",731037528.0656909
"""2024-03-31""",755698079.644754
"""2024-04-01""",734714827.7700615
"""2024-04-02""",712396898.0350131
"""2024-04-03""",739577091.9395865
"""2024-04-04""",749432485.8676493
"""2024-04-05""",738985052.7399981
"""2024-04-06""",748559166.166589
"""2024-04-07""",768970084.4053606
"""2024-04-08""",793497105.827736
"""2024-04-09""",774970278.0773767
"""2024-04-10""",804583696.6573316
"""2024-04-11""",798886716.9679061
"""2024-04-12""",735580459.6640184
"""2024-04-13""",707817953.8869966
"""2024-04-14""",731524791.8569894
"""2024-04-15""",711320139.4309666
"""2024-04-16""",706404206.0958062
"""2024-04-17""",673773118.5025659
"""2024-04-18""",674869165.0491924
"""2024-04-19""",674855262.2823564
"""2024-04-20""",718079015.9251413
"""2024-04-21""",706678477.0100882
"""2024-04-22""",709878962.6425107
"""2024-04-23""",708546631.5431052
"""2024-04-24""",693263198.2333895
"""2024-04-25""",692652637.1424991
"""2024-04-26""",688736320.2998606
"""2024-04-27""",698953320.5215075
"""2024-04-28""",696291348.4403275
"""2024-04-29""",700516028.4270796
"""2024-04-30""",666213144.8176936
"""2024-05-01""",671189157.0604324
"""2024-05-02""",694977781.876795
"""2024-05-03""",725843647.862876
"""2024-05-04""",725118954.2181604
"""2024-05-05""",727287742.4034728
"""2024-05-06""",716066250.5838612
"""2024-05-07""",708956841.6299688
"""2024-05-08""",690199692.3284925
"""2024-05-09""",712234872.4535553
"""2024-05-10""",686721146.7020804
"""2024-05-11""",688726831.0672354
"""2024-05-12""",687912902.4822357
"""2024-05-13""",688820260.8321531
"""2024-05-14""",673606184.6993705
"""2024-05-15""",712875557.7821271
"""2024-05-16""",703044775.8010956
"""2024-05-17""",737216436.0103259
"""2024-05-18""",740914520.2061491
"""2024-05-19""",728537796.3246783
"""2024-05-20""",807822365.543805
"""2024-05-21""",806704223.6642578
"""2024-05-22""",792782934.5912902
"""2024-05-23""",787422199.585495
"""2024-05-24""",784601197.551388
"""2024-05-25""",785322194.5257046
"""2024-05-26""",802600763.134121
"""2024-05-27""",809278572.2120496
"""2024-05-28""",812453645.3396397
"""2024-05-29""",808757143.0081247
"""2024-05-30""",812849637.2638767
"""2024-05-31""",809145898.426902
"""2024-06-01""",794678754.4807653
"""2024-06-02""",785101313.242397
"""2024-06-03""",799617061.4085835
"""2024-06-04""",814318205.2631049
"""2024-06-05""",828109439.5628346
"""2024-06-06""",827598287.1298567
"""2024-06-07""",813043802.714505
"""2024-06-08""",797635193.5109518
"""2024-06-09""",805392563.634508
"""2024-06-10""",819158104.3961731
"""2024-06-11""",778902919.2955267
"""2024-06-12""",771256465.0918167
"""2024-06-13""",760290017.8957472
"""2024-06-14""",746002144.5063186
"""2024-06-15""",751083636.6240748
"""2024-06-16""",754312676.8419361
"""2024-06-17""",734412645.8760097
"""2024-06-18""",698146785.1919059
"""2024-06-19""",715757931.8902858
"""2024-06-20""",689852964.6014402
"""2024-06-21""",699272053.8161663
"""2024-06-22""",685359688.3127147
"""2024-06-23""",670653043.5180938
"""2024-06-24""",655767319.4091533
"""2024-06-25""",649283930.8726593
"""2024-06-26""",651349305.5697418
"""2024-06-27""",667522622.0789002
"""2024-06-28""",654377174.1568476
"""2024-06-29""",655759266.7332661
"""2024-06-30""",673729161.5834328
"""2024-07-01""",675356197.0319034
"""2024-07-02""",670838307.8423882
"""2024-07-03""",648953085.9181654
"""2024-07-04""",592206915.1339501
"""2024-07-05""",576079789.5539526
"""2024-07-06""",602938330.8099809
"""2024-07-07""",574595554.5972204
"""2024-07-08""",589425534.8895266
"""2024-07-09""",599434997.5786972
"""2024-07-10""",601177405.1397688
"""2024-07-11""",608402536.1765932
"""2024-07-12""",616124672.2246108
"""2024-07-13""",639370247.6585577
"""2024-07-14""",660106389.5165825
"""2024-07-15""",710261619.0291618
"""2024-07-16""",714222081.4986778
"""2024-07-17""",704551586.7617438
"""2024-07-18""",704556907.0190277
"""2024-07-19""",704194953.2396815
"""2024-07-20""",701945222.7723929
"""2024-07-21""",707689129.7535545
"""2024-07-22""",682172433.2345308
"""2024-07-23""",682723812.2831967
"""2024-07-24""",665667006.9925976
"""2024-07-25""",654620457.9471759
"""2024-07-26""",675391963.387719
"""2024-07-27""",665368875.5399398
"""2024-07-28""",670065811.176859
"""2024-07-29""",670670129.9789467
"""2024-07-30""",660674885.2293545
"""2024-07-31""",649900494.7086362
"""2024-08-01""",643894237.209359
"""2024-08-02""",603113131.9520317
"""2024-08-03""",592873206.8261299
"""2024-08-04""",558090114.3923175
"""2024-08-05""",540759639.1718711
"""2024-08-06""",567554346.1017547
"""2024-08-07""",544910592.5774022
"""2024-08-08""",622628116.3948728
"""2024-08-09""",598956345.0772442
"""2024-08-10""",600899247.1447977
"""2024-08-11""",584202169.8930091
"""2024-08-12""",615554396.6987836
"""2024-08-13""",604166580.879911
"""2024-08-14""",598593946.3954974
"""2024-08-15""",583232672.4185146
"""2024-08-16""",584143982.9207525
"""2024-08-17""",586576556.24086
"""2024-08-18""",586782682.7043769
"""2024-08-19""",576851344.5993081
"""2024-08-20""",570181497.6372519
"""2024-08-21""",576280208.8501654
"""2024-08-22""",570880297.6442462
"""2024-08-23""",600051235.675997
"""2024-08-24""",600078201.4017587
"""2024-08-25""",601306078.9635975
"""2024-08-26""",578134473.7488506
"""2024-08-27""",550537933.5602641
"""2024-08-28""",557407621.6415533
"""2024-08-29""",558214371.655888
"""2024-08-30""",560598207.1636372
"""2024-08-31""",559077995.0120124
"""2024-09-01""",545368094.5577885
"""2024-09-02""",565192307.5384369
"""2024-09-03""",547651559.7724016
"""2024-09-04""",555158217.7850477
"""2024-09-05""",540084218.5064216
"""2024-09-06""",510771506.2011664
"""2024-09-07""",517997734.47065705
"""2024-09-08""",526660301.14393973
"""2024-09-09""",552787245.3863448
"""2024-09-10""",559056301.4064082
"""2024-09-11""",546445243.9014378
"""2024-09-12""",549236114.6457398
"""2024-09-13""",564546383.5392513
"""2024-09-14""",556155446.0790771
"""2024-09-15""",537452289.6878188
"""2024-09-16""",533943571.4563359
"""2024-09-17""",546279533.2476007
"""2024-09-18""",554827368.380101
"""2024-09-19""",564144190.2024322
"""2024-09-20""",581877839.1158583
"""2024-09-21""",590401293.6473241
"""2024-09-22""",585975483.1306028
"""2024-09-23""",590823564.1396915
"""2024-09-24""",591834855.5372844
"""2024-09-25""",575610835.6713232
"""2024-09-26""",581918772.5461522
"""2024-09-27""",592752704.9692503
"""2024-09-28""",588974801.9537634
"""2024-09-29""",590667862.7647338
"""2024-09-30""",572366046.5817327
"""2024-10-01""",550037264.8456315
"""2024-10-02""",536063549.4066135
"""2024-10-03""",531943452.237704
"""2024-10-04""",551986395.1326619
"""2024-10-05""",541647198.9740077
"""2024-10-06""",555784175.9056472
"""2024-10-07""",551803605.233165
"""2024-10-08""",548450498.577232
"""2024-10-09""",540779455.8465742
"""2024-10-10""",540218896.0974944
"""2024-10-11""",555776553.8345054
"""2024-10-12""",560474479.0845594
"""2024-10-13""",555851321.9123713
"""2024-10-14""",580001552.6793455
"""2024-10-15""",568965156.1507641
"""2024-10-16""",557975494.9915016
"""2024-10-17""",558358657.7376372
"""2024-10-18""",563822343.2302105
"""2024-10-19""",567921992.3262345
"""2024-10-20""",582736252.3345711
"""2024-10-21""",568648398.0385587
"""2024-10-22""",566188660.8909954
"""2024-10-23""",551076853.4264165
"""2024-10-24""",558239845.5599298
"""2024-10-25""",532085430.0513331
"""2024-10-26""",548081663.1961086
"""2024-10-27""",550098880.9313262
"""2024-10-28""",558517727.1412752
"""2024-10-29""",569555529.060443
"""2024-10-30""",661848909.2999029
"""2024-10-31""",633453741.3070495
"""2024-11-01""",643316808.9362609
"""2024-11-02""",639521012.2876918
"""2024-11-03""",632918463.9466422
"""2024-11-04""",615019668.9569616
"""2024-11-05""",625584859.5965642
"""2024-11-06""",673405401.278059
"""2024-11-07""",687268900.9518504
"""2024-11-08""",714255570.1242226
"""2024-11-09""",741585631.7015433
"""2024-11-10""",750878169.4623256
"""2024-11-11""",788871478.104634
"""2024-11-12""",769491241.9462364
"""2024-11-13""",760760166.190793
"""2024-11-14""",751081748.6639565
"""2024-11-15""",786154010.0432637
"""2024-11-16""",811290446.6817002
"""2024-11-17""",789777163.0731486
"""2024-11-18""",806607115.8865877
"""2024-11-19""",802218690.6245139
"""2024-11-20""",791693127.4324244
"""2024-11-21""",835083634.3227875
"""2024-11-22""",856534913.3081629
"""2024-11-23""",879956612.9227031
"""2024-11-24""",871051451.1942621
"""2024-11-25""",877136600.9458516
"""2024-11-26""",866104189.9553328
"""2024-11-27""",927336419.4388406
"""2024-11-28""",908655027.5230312
"""2024-11-29""",933771151.6407185
"""2024-11-30""",951606561.2997003
"""2024-12-01""",941065750.7343329
"""2024-12-02""",931906594.6600696
"""2024-12-03""",953412450.1043142
"""2024-12-04""",973466859.0272812
"""2024-12-05""",939273770.2148192
"""2024-12-06""",994600534.065072
"""2024-12-07""",987021896.3107103
"""2024-12-08""",984274174.2086698
"""2024-12-09""",895325104.9266521
"""2024-12-10""",929203535.3522149
"""2024-12-11""",959435731.6129661
"""2024-12-12""",965750959.8568072
"""2024-12-13""",1492292668.67761
"""2024-12-14""",1474801114.82763
"""2024-12-15""",1492294925.34325
"""2024-12-16""",1469648667.07085
"""2024-12-17""",1470753875.48761
"""2024-12-18""",1374118612.61361
"""2024-12-19""",1355304425.73768
"""2024-12-20""",1387755624.8019
"""2024-12-21""",1332479302.87225
"""2024-12-22""",1321458700.45627
"""2024-12-23""",1361765638.09004
"""2024-12-24""",1397443619.88172
"""2024-12-25""",1381121395.27345
"""2024-12-26""",1327835014.21036
"""2024-12-27""",1335457492.30846
"""2024-12-28""",1342627825.12418
"""2024-12-29""",1334167432.62941
"""2024-12-30""",1267176738.72987
"""2024-12-31""",1296299003.35074
"""2025-01-01""",1297818643.88585
"""2025-01-02""",1342632899.19667
"""2025-01-03""",1425583979.16502
"""2025-01-04""",1387101068.0985
"""2025-01-05""",1375843192.51546
"""2025-01-06""",1394403083.55507
"""2025-01-07""",1297048343.72392
"""2025-01-08""",1268720393.5279
"""2025-01-09""",1259924110.27108
"""2025-01-10""",1282378351.13907
"""2025-01-11""",1282301491.45265
"""2025-01-12""",1245616324.05742
"""2025-01-13""",1241346143.72508
"""2025-01-14""",1283222834.85539
"""2025-01-15""",1375559375.04851
"""2025-01-16""",1372968541.28299
"""2025-01-17""",1422335633.18363
"""2025-01-18""",1355475228.34721
"""2025-01-19""",1305824092.05045
"""2025-01-20""",1348195614.17145
"""2025-01-21""",1373310872.85136
"""2025-01-22""",1369008331.88084
"""2025-01-23""",1428823828.14258
"""2025-01-24""",1415407817.13563
"""2025-01-25""",1438051648.73651
"""2025-01-26""",1419723880.37948
"""2025-01-27""",1463905409.73873
"""2025-01-28""",1399055655.16253
"""2025-01-29""",1435666985.47048
"""2025-01-30""",1474056669.62467
"""2025-01-31""",1439745626.53426
"""2025-02-01""",1386013506.06468
"""2025-02-02""",1321504773.99087
"""2025-02-03""",1419426641.48111
"""2025-02-04""",1401011588.88397
"""2025-02-05""",1361207267.04443
"""2025-02-06""",1330454659.85033
"""2025-02-07""",1324788019.14302
"""2025-02-08""",1321529893.63346
"""2025-02-09""",1312438597.08343
"""2025-02-10""",1330439613.14601
"""2025-02-11""",1310482603.34962
"""2025-02-12""",1354985340.5626
"""2025-02-13""",1325572670.29993
"""2025-02-14""",1368816358.92404
"""2025-02-15""",1367636176.88807
"""2025-02-16""",1345783205.09827
"""2025-02-17""",1342828474.58438
"""2025-02-18""",1331513664.13233
"""2025-02-19""",1333301394.30477
"""2025-02-20""",1343821059.49526
"""2025-02-21""",1334715227.47839
"""2025-02-22""",1339781904.50232
"""2025-02-23""",1333299488.15019
"""2025-02-24""",1257349676.39852
"""2025-02-25""",1253688463.37207
"""2025-02-26""",1202893308.58886
"""2025-02-27""",1221405671.67493
"""2025-02-28""",1105692506.78869
"""2025-03-01""",1135102856.92832
"""2025-03-02""",1248623200.06654
"""2025-03-03""",1173345524.34067
"""2025-03-04""",1140293996.20875
"""2025-03-05""",1164469204.62824
"""2025-03-06""",1149579634.04934
"""2025-03-07""",1129889251.84966
"""2025-03-08""",1160878085.29158
"""2025-03-09""",1070299098.39399
"""2025-03-10""",999370394.229153
"""2025-03-11""",1034849820.08623
"""2025-03-12""",1068867701.67794
"""2025-03-13""",1049486529.46712
"""2025-03-14""",1078785264.33123
"""2025-03-15""",1081622746.49752
"""2025-03-16""",1049172880.4377
"""2025-03-17""",1083509566.68904
"""2025-03-18""",1094748553.66219
"""2025-03-19""",1128136427.93422
"""2025-03-20""",1104066532.18371
"""2025-03-21""",1126668260.86291
"""2025-03-22""",1133441394.46614
"""2025-03-23""",1139584715.31273
"""2025-03-24""",1159954795.45196
"""2025-03-25""",1164756828.63744
"""2025-03-26""",1163685772.848
"""2025-03-27""",1169986128.40913
"""2025-03-28""",1120178424.2193
"""2025-03-29""",1076358969.64575
"""2025-03-30""",1064225666.51315
"""2025-03-31""",1079408144.94135
"""2025-04-01""",1085487199.2417
"""2025-04-02""",1039969438.11502
"""2025-04-03""",1060035519.16196
"""2025-04-04""",1084690488.21894
"""2025-04-05""",1056020226.42815
"""2025-04-06""",966504260.966334
"""2025-04-07""",990871228.930638
"""2025-04-08""",955471470.541379
"""2025-04-09""",1038032787.10231
"""2025-04-10""",1014441695.79968
"""2025-04-11""",1044370325.24138
"""2025-04-12""",1047558877.29241
"""2025-04-13""",1015823643.83527
"""2025-04-14""",1041952367.0108
"""2025-04-15""",1010674487.99161
"""2025-04-16""",1015266264.58358
"""2025-04-17""",1022798280.69869
"""2025-04-18""",1018386197.90547
"""2025-04-19""",1027105752.07704
"""2025-04-20""",1026143226.52671
"""2025-04-21""",1035096230.23646
"""2025-04-22""",1092529105.43591
"""2025-04-23""",1103383014.6891
"""2025-04-24""",1117064897.96516
"""2025-04-25""",1119863809.2007
"""2025-04-26""",1127361682.14396
"""2025-04-27""",1115994546.90363
"""2025-04-28""",1210489031.15542
"""2025-04-29""",1208281319.49391
"""2025-04-30""",1206154142.54917
"""2025-05-01""",1238254157.13319
"""2025-05-02""",1252529426.06265
"""2025-05-03""",1244072423.90726
"""2025-05-04""",1221489464.62289
"""2025-05-05""",1256870504.00037
"""2025-05-06""",1253717788.09278
"""2025-05-07""",1243532765.5116
"""2025-05-08""",1269591407.79558
"""2025-05-09""",1268046175.87282
"""2025-05-10""",1302429882.90828
"""2025-05-11""",1270497021.50071
"""2025-05-12""",1263581449.19414
"""2025-05-13""",1280996000.45247
"""2025-05-14""",1275792632.19064
"""2025-05-15""",1261640406.99119
"""2025-05-16""",1283761073.43373
"""2025-05-17""",1259778245.67274
"""2025-05-18""",1284412669.22877
"""2025-05-19""",1260816229.04025
"""2025-05-20""",1273260524.71641
"""2025-05-21""",1274282581.43098
"""2025-05-22""",1289012849.45755
"""2025-05-23""",1249271751.98401
"""2025-05-24""",1268281648.87965
"""2025-05-25""",1270365436.31128
"""2025-05-26""",1256467759.73552
"""2025-05-27""",1265279252.05091
"""2025-05-28""",1241965397.60679
"""2025-05-29""",1242440794.60751
"""2025-05-30""",1211830816.50923
"""2025-05-31""",1237745744.83334
"""2025-06-01""",1221150910.85021
"""2025-06-02""",1248201695.55454
"""2025-06-03""",1248711060.35757
"""2025-06-04""",1247429543.75245
"""2025-06-05""",1215808523.77391
"""2025-06-06""",1214725487.4459
"""2025-06-07""",1246442006.67761
"""2025-06-08""",1227770674.68818
"""2025-06-09""",1253920069.98262
"""2025-06-10""",1251940329.62144
"""2025-06-11""",1250308584.85042
"""2025-06-12""",1222823515.66405
"""2025-06-13""",1226172889.74446
"""2025-06-14""",1212514973.50716
"""2025-06-15""",1218400388.66246
"""2025-06-16""",1228164626.23662
"""2025-06-17""",1218500012.61256
"""2025-06-18""",1221522058.36827
"""2025-06-19""",1215277973.9366
"""2025-06-20""",1195314932.79071
"""2025-06-21""",1141042831.24062
"""2025-06-22""",1095781717.19391
"""2025-06-23""",1198892031.89168
"""2025-06-24""",1205724383.04355
"""2025-06-25""",1212111202.5774
"""2025-06-26""",1177734672.17389
"""2025-06-27""",1198724479.80558
"""2025-06-28""",1201867644.7622
"""2025-06-29""",1206624108.52994
"""2025-06-30""",1226478967.58554
"""2025-07-01""",1202845054.39511
"""2025-07-02""",1211090510.25833
"""2025-07-03""",1222513836.92582
"""2025-07-04""",1216890591.67654
"""2025-07-05""",1244360676.89215
"""2025-07-06""",1234738732.8825
"""2025-07-07""",1215328056.70591
"""2025-07-08""",1223463273.35074
"""2025-07-09""",1235539637.97701
"""2025-07-10""",1276761268.26555
"""2025-07-11""",1274595483.95018
"""2025-07-12""",1269341231.6302
"""2025-07-13""",1281993435.63919
"""2025-07-14""",1305490386.84115
"""2025-07-15""",1320890651.21153
"""2025-07-16""",1309189444.47685
"""2025-07-17""",1331988806.31293
"""2025-07-18""",1322312340.34612
"""2025-07-19""",1334423319.34124
"""2025-07-20""",1348822760.83102
"""2025-07-21""",1318442838.30918
"""2025-07-22""",1339544392.24628
"""2025-07-23""",1317875345.78219
"""2025-07-24""",1317018365.05043
"""2025-07-25""",1309555240.81692
"""2025-07-26""",1307850160.51568
"""2025-07-27""",1331352166.83517
"""2025-07-28""",1312789561.59095
"""2025-07-29""",1316474244.57258
"""2025-07-30""",1312659643.07464
"""2025-07-31""",1303699744.32299
"""2025-08-01""",1285398247.55703
"""2025-08-02""",1264345935.02978
"""2025-08-03""",1319936528.34032
"""2025-08-04""",1322742432.46698
"""2025-08-05""",1299407524.4564
"""2025-08-06""",1294380742.36454
"""2025-08-07""",1342593837.06485
"""2025-08-08""",1342843185.90387
"""2025-08-09""",1348541295.03072
"""2025-08-10""",1363455857.01667
"""2025-08-11""",1346231818.00551
"""2025-08-12""",1357148277.84008
"""2025-08-13""",1380765298.11722
"""2025-08-14""",1346894591.65465
"""2025-08-15""",1356893300.46003
"""2025-08-16""",1348596567.23018
"""2025-08-17""",1334684267.19145
"""2025-08-18""",1313957547.39611
"""2025-08-19""",1276904661.06021
"""2025-08-20""",1270072108.38172
"""2025-08-21""",1288681535.22035
"""2025-08-22""",1339392416.22936
"""2025-08-23""",1315157949.3021
"""2025-08-24""",1278118127.25017
"""2025-08-25""",1241661811.4559
"""2025-08-26""",1266821361.82161
"""2025-08-27""",1254482337.74916
"""2025-08-28""",1283062949.99659
"""2025-08-29""",1241178476.87751
"""2025-08-30""",1240299950.25556
"""2025-08-31""",1224682940.04407
"""2025-09-01""",1221129828.58369
"""2025-09-02""",1254765131.0183
"""2025-09-03""",1263748630.3307
"""2025-09-04""",1256243745.558
"""2025-09-05""",1274391564.46811
"""2025-09-06""",1267661927.23535
"""2025-09-07""",1264957034.73763
"""2025-09-08""",1265584167.86783
"""2025-09-09""",1259185079.52753
"""2025-09-10""",1282735343.18424
"""2025-09-11""",1293339568.38273
"""2025-09-12""",1291568805.97308
"""2025-09-13""",1282367162.99292
"""2025-09-14""",1278785115.40191
"""2025-09-15""",1284354102.07791
"""2025-09-16""",1290543566.13624
"""2025-09-17""",1286257096.73392
"""2025-09-18""",1291716899.66514
"""2025-09-19""",1294283973.68045
"""2025-09-20""",1290814512.70745
"""2025-09-21""",1272332887.20886
"""2025-09-22""",1249446388.32395
"""2025-09-23""",1236630164.648
"""2025-09-24""",1247408359.13009
"""2025-09-25""",1213146831.08168
"""2025-09-26""",1234431183.47035
"""2025-09-27""",1218260977.57836
"""2025-09-28""",1236103075.95145
"""2025-09-29""",1257326866.39014
"""2025-09-30""",1241876294.49989
"""2025-10-01""",1250702109.89948
"""2025-10-02""",1250282077.01328
"""2025-10-03""",1251248767.91763
"""2025-10-04""",1261709564.67944
"""2025-10-05""",1258133895.09722
"""2025-10-06""",1274776400.96016
"""2025-10-07""",1263913349.06114
"""2025-10-08""",1273131937.36676
"""2025-10-09""",1272013625.43679
"""2025-10-10""",1199371731.77974
"""2025-10-11""",1187534386.67843
"""2025-10-12""",1212449294.26429
"""2025-10-13""",1232646170.7068
"""2025-10-14""",1219843887.98959
"""2025-10-15""",1215760452.0747
"""2025-10-16""",1170250922.38049
"""2025-10-17""",1157146329.30602
"""2025-10-18""",1172742535.75609
"""2025-10-19""",1164220435.7909
